Inventaire,Item_Original,Latin_Standard,Categorie
Rome Price Table (1674),Terra Lemnia,,SIMPLE
Rome Price Table (1674),Terra sigillata del Gran,Terra_sigillata,SIMPLE
Rome Price Table (1674),Duca,,SIMPLE
Rome Price Table (1674),Terra sigillata di Malta,Terra_sigillata,SIMPLE
Rome Price Table (1674),Terra sigillata orientale,Terra_sigillata,SIMPLE
Rome Price Table (1674),Turbiti eletti,Turbith,SIMPLE
Rome Price Table (1674),VErderame pisto,,SIMPLE
Rome Price Table (1674),Vitriolo abrugiato,,SIMPLE
Rome Price Table (1674),Vitriolo di Cipro,,SIMPLE
Rome Price Table (1674),"Vngula Alcis, cioe della",,SIMPLE
Rome Price Table (1674),gran bestia,,SIMPLE
Rome Price Table (1674),ZAffarano,,SIMPLE
Rome Price Table (1674),Zedoaria,Zedoaria,SIMPLE
Rome Price Table (1674),Zuccaro condito bianco,,SIMPLE
Rome Price Table (1674),Zuccaro chiarificato,,SIMPLE
Rome Price Table (1674),Zuccaro fino,,SIMPLE
Rome Price Table (1674),Zuccaro rosso,,SIMPLE
Rome Price Table (1674),steri,,SIMPLE
Rome Price Table (1674),A 2 Prezzi,,SIMPLE
Rome Price Table (1674),ACeto rosato,,SIMPLE
Rome Price Table (1674),Aceto solutiuo,,SIMPLE
Rome Price Table (1674),Aceto squillitico,,SIMPLE
Rome Price Table (1674),Acciaio potabile,,SIMPLE
Rome Price Table (1674),Acciaio preparato,,SIMPLE
Rome Price Table (1674),Acqua chalibeata,,SIMPLE
Rome Price Table (1674),cotta con cannella sola,Cinnamomum,SIMPLE
Rome Price Table (1674),"cotta con canella, e zu-",Cinnamomum,SIMPLE
Rome Price Table (1674),ccaro,,SIMPLE
Rome Price Table (1674),cotta con orzo,,SIMPLE
Rome Price Table (1674),"mulsa, o hydromele",,SIMPLE
Rome Price Table (1674),pettorale,,SIMPLE
Rome Price Table (1674),Agarico trociscato,Agaricus,SIMPLE
Rome Price Table (1674),Aloe loto con infusione di,,SIMPLE
Rome Price Table (1674),rhabarbaro,,SIMPLE
Rome Price Table (1674),Aloe loto cosugo di rose,,SIMPLE
Rome Price Table (1674),Aloe loto semplice,,SIMPLE
Rome Price Table (1674),Appeniti,,SIMPLE
Rome Price Table (1674),Aromatico rosato in tauo-,,SIMPLE
Rome Price Table (1674),BRugne solutiue prepa-,,SIMPLE
Rome Price Table (1674),rate,,SIMPLE
Rome Price Table (1674),CAssia condita,,SIMPLE
Rome Price Table (1674),Delli Cerotti,,SIMPLE
Rome Price Table (1674),Ceroto barbaro,,EMPLASTRUM
Rome Price Table (1674),di Bettonica,,SIMPLE
Rome Price Table (1674),capitale del Motagnana,,SIMPLE
Rome Price Table (1674),Dyapalma,,SIMPLE
Rome Price Table (1674),dyapritis,,SIMPLE
Rome Price Table (1674),dyaquilon magnum cum,,SIMPLE
Rome Price Table (1674),gummis,,SIMPLE
Rome Price Table (1674),detto sine gummis,,SIMPLE
Rome Price Table (1674),dyaquilon paruo,,SIMPLE
Rome Price Table (1674),d'Esipo,,SIMPLE
Rome Price Table (1674),di Gio. di Vico con Mer,,SIMPLE
Rome Price Table (1674),curio,,SIMPLE
Rome Price Table (1674),di Gio. di Vico senza,,SIMPLE
Rome Price Table (1674),Mercurio,,SIMPLE
Rome Price Table (1674),di gratia Dei,,SIMPLE
Rome Price Table (1674),di litargirio,,SIMPLE
Rome Price Table (1674),di madreselua,,SIMPLE
Rome Price Table (1674),masticino,Mastix,SIMPLE
Rome Price Table (1674),di minio,,SIMPLE
Rome Price Table (1674),molle,,SIMPLE
Rome Price Table (1674),ossicroceo,,SIMPLE
Rome Price Table (1674),di pece di castro,,SIMPLE
Rome Price Table (1674),di pelle arietina,,SIMPLE
Rome Price Table (1674),per li reni del Calestano,,SIMPLE
Rome Price Table (1674),Sparadrappo,,SIMPLE
Rome Price Table (1674),"Sacro, & altri simili",,SIMPLE
Rome Price Table (1674),Delle conserue.,,SIMPLE
Rome Price Table (1674),Conserua d'agro di cedro,,SIMPLE
Rome Price Table (1674),di agro di limone,,SIMPLE
Rome Price Table (1674),di assenzo pontico,,SIMPLE
Rome Price Table (1674),di bettonica,,SIMPLE
Rome Price Table (1674),di corgniali,,SIMPLE
Rome Price Table (1674),di cotogni,,SIMPLE
Rome Price Table (1674),d'eufragia,,SIMPLE
Rome Price Table (1674),di fiori di borragine,,SIMPLE
Rome Price Table (1674),di fiori di buglossa,,SIMPLE
Rome Price Table (1674),di fiori di fumoterra,,SIMPLE
Rome Price Table (1674),di fiori di malua,,SIMPLE
Rome Price Table (1674),di fiori di ninfea,,SIMPLE
Rome Price Table (1674),di fiori di papauero erra-,,SIMPLE
Rome Price Table (1674),tico,,SIMPLE
Rome Price Table (1674),di fiori di peonia,Paeonia,SIMPLE
Rome Price Table (1674),di fiori di persico,,SIMPLE
Rome Price Table (1674),di fiori di rosmarino,,SIMPLE
Rome Price Table (1674),di fiori di saluia,,SIMPLE
Rome Price Table (1674),di rose incarnate soluti-,,SIMPLE
Rome Price Table (1674),di rose damaschine,,SIMPLE
Rome Price Table (1674),di rose rosse,,SIMPLE
Rome Price Table (1674),di scorze di cedro,,SIMPLE
Rome Price Table (1674),di tutto cedro,,SIMPLE
Rome Price Table (1674),DYacimino di Mesue in,,SIMPLE
Rome Price Table (1674),rotole,,SIMPLE
Rome Price Table (1674),Dyacimino di Nicoio in,,SIMPLE
Rome Price Table (1674),rotole,,SIMPLE
Rome Price Table (1674),Dyacodion in rotole,,SIMPLE
Rome Price Table (1674),Dyamosco dolce in ro-,,SIMPLE
Rome Price Table (1674),tole,,SIMPLE
Rome Price Table (1674),Dyarhodon abb. in rotole,,SIMPLE
Rome Price Table (1674),De gli Elettuarij.,,SIMPLE
Rome Price Table (1674),ELett. Alesandrino,,SIMPLE
Rome Price Table (1674),Benedetta laxatiua,,SIMPLE
Rome Price Table (1674),de baccis lauri,,SIMPLE
Rome Price Table (1674),de calamento,Calamintha,SIMPLE
Rome Price Table (1674),cassia tratta,,SIMPLE
Rome Price Table (1674),con-,,SIMPLE
Rome Price Table (1674),confettione Alchermes,,SIMPLE
Rome Price Table (1674),con gli odoti,,SIMPLE
Rome Price Table (1674),Alchermes senz'odori,,SIMPLE
Rome Price Table (1674),"di Giacinto con ambra,",,SIMPLE
Rome Price Table (1674),e mosco,,SIMPLE
Rome Price Table (1674),"di Giacintosenz'ambra,",,SIMPLE
Rome Price Table (1674),e mosco,,SIMPLE
Rome Price Table (1674),di Mitridato,,SIMPLE
Rome Price Table (1674),di Teriaca,,SIMPLE
Rome Price Table (1674),dyacartamo,,SIMPLE
Rome Price Table (1674),dyacassia con manna,Acacia,SIMPLE
Rome Price Table (1674),diacassia semplice,Acacia,SIMPLE
Rome Price Table (1674),dyacatolicon,,SIMPLE
Rome Price Table (1674),Dyacurcuma,,SIMPLE
Rome Price Table (1674),dyafinicon,,SIMPLE
Rome Price Table (1674),Dyalacca,,SIMPLE
Rome Price Table (1674),dya prunis non solutiuo,,ELECTUARIUM
Rome Price Table (1674),dyaprunis solutiuo,,ELECTUARIUM
Rome Price Table (1674),dyasatirion,,SIMPLE
Rome Price Table (1674),dyasebesten,,SIMPLE
Rome Price Table (1674),dyasena,,SIMPLE
Rome Price Table (1674),elescof,,SIMPLE
Rome Price Table (1674),Filonio Persico,,SIMPLE
Rome Price Table (1674),Filonio Romano,,SIMPLE
Rome Price Table (1674),de gemmis,,SIMPLE
Rome Price Table (1674),di Giustino Imperato-,,SIMPLE
Rome Price Table (1674),Hamech,,SIMPLE
Rome Price Table (1674),Hiera composta,,SIMPLE
Rome Price Table (1674),Hiera logadion,,SIMPLE
Rome Price Table (1674),Hiera pachy,,SIMPLE
Rome Price Table (1674),Hiera semplice,,SIMPLE
Rome Price Table (1674),Indo maggiore,,SIMPLE
Rome Price Table (1674),Lenitiuo,,SIMPLE
Rome Price Table (1674),di Psilio,,SIMPLE
Rome Price Table (1674),Requie di Nicolo,,SIMPLE
Rome Price Table (1674),Rosato Mesue,,SIMPLE
Rome Price Table (1674),di sugo di rose,,SIMPLE
Rome Price Table (1674),Trifera magna,,SIMPLE
Rome Price Table (1674),Trifera Persica,,SIMPLE
Rome Price Table (1674),De gl'Empiastri.,,SIMPLE
Rome Price Table (1674),Empiastride baccis lauri,,EMPLASTRUM
Rome Price Table (1674),di cinques farine,,SIMPLE
Rome Price Table (1674),de crusta panis,,SIMPLE
Rome Price Table (1674),Diafinicon con Gallia,,SIMPLE
Rome Price Table (1674),Diafinicon sine Gallia,,SIMPLE
Rome Price Table (1674),Dyapritis di Galeno,,SIMPLE
Rome Price Table (1674),d'Ebuli,,SIMPLE
Rome Price Table (1674),de de filijs Zaccariae,,SIMPLE
Rome Price Table (1674),Maturatiuo,,SIMPLE
Rome Price Table (1674),di Meliloto,,SIMPLE
Rome Price Table (1674),Delle fatture diuerse.,,SIMPLE
Rome Price Table (1674),Argentatura d'vn bolo,,SIMPLE
Rome Price Table (1674),Argentatura d'vna dose di,,SIMPLE
Rome Price Table (1674),pillole,,SIMPLE
Rome Price Table (1674),Bollitura di China prima,,SIMPLE
Rome Price Table (1674),e seconda,,SIMPLE
Rome Price Table (1674),Bollitura di colombo di,,SIMPLE
Rome Price Table (1674),torre medicato,,SIMPLE
Rome Price Table (1674),Bollitura di fomento,,SIMPLE
Rome Price Table (1674),Bollitura de gallo vecchio,,SIMPLE
Rome Price Table (1674),medicato,,SIMPLE
Rome Price Table (1674),Bolliture di legno santo,,SIMPLE
Rome Price Table (1674),"prima, e seconda",,SIMPLE
Rome Price Table (1674),Bollitura di salsaparilla pri-,,SIMPLE
Rome Price Table (1674),"ma, e seconda",,SIMPLE
Rome Price Table (1674),"Bollitura di salsa, o china,o d'altra decottione fatrain bagno secco in vase",,SIMPLE
Rome Price Table (1674),circulatrio,,SIMPLE
Rome Price Table (1674),Bollitura di cose simili fat-ta in B. M.,,SIMPLE
Rome Price Table (1674),culatorio,,SIMPLE
Rome Price Table (1674),Chiarlficatione di decot-,,SIMPLE
Rome Price Table (1674),Chiarificatione di Giulebbe,,SIMPLE
Rome Price Table (1674),Chiarificatione di medici-,,SIMPLE
Rome Price Table (1674),cina,,SIMPLE
Rome Price Table (1674),Chiarificatione di sirop-,,SIMPLE
Rome Price Table (1674),Fattura,,SIMPLE
Rome Price Table (1674),carne,,SIMPLE
Rome Price Table (1674),Fattura d'vn'empiastro con,,SIMPLE
Rome Price Table (1674),bollitura,,SIMPLE
Rome Price Table (1674),Indoratura d'vn bolo,,SIMPLE
Rome Price Table (1674),Indoratura d'vna dose di,,SIMPLE
Rome Price Table (1674),pillole,,SIMPLE
Rome Price Table (1674),Clistere commune con fat-,,SIMPLE
Rome Price Table (1674),tura,,SIMPLE
Rome Price Table (1674),Clistere commune senza,,SIMPLE
Rome Price Table (1674),fattura,,SIMPLE
Rome Price Table (1674),Clistere lauatiuo fatto a,,SIMPLE
Rome Price Table (1674),bottega senza fattura,,SIMPLE
Rome Price Table (1674),Decotto commune,,SIMPLE
Rome Price Table (1674),clisteri,,SIMPLE
Rome Price Table (1674),Decotto cordiale con siero,,SIMPLE
Rome Price Table (1674),Decotto cordiale con sena,,SIMPLE
Rome Price Table (1674),Decotto cordiale senza,,SIMPLE
Rome Price Table (1674),sena,Senna,SIMPLE
Rome Price Table (1674),Decotto,,SIMPLE
Rome Price Table (1674),"herbe, e radici",,SIMPLE
Rome Price Table (1674),A 3 Pasta,,SIMPLE
Rome Price Table (1674),Pasta,,SIMPLE
Rome Price Table (1674),Supposta commune,,SIMPLE
Rome Price Table (1674),"Dell'infusioni semplici,e solutiue",,SIMPLE
Rome Price Table (1674),Infusione di rose semplice,,SIMPLE
Rome Price Table (1674),Infusione di rose solutiua,,SIMPLE
Rome Price Table (1674),Infusione di viole sempli-,,SIMPLE
Rome Price Table (1674),Infusione di viole soluti-,,SIMPLE
Rome Price Table (1674),Delli Loch.,,SIMPLE
Rome Price Table (1674),LOch de farfara,,SIMPLE
Rome Price Table (1674),Loch de pulmone,,SIMPLE
Rome Price Table (1674),vulpis,,SIMPLE
Rome Price Table (1674),Loch sanum,,SIMPLE
Rome Price Table (1674),Loch de scilla,,SIMPLE
Rome Price Table (1674),MAnus Christi sempli-,,ELECTUARIUM
Rome Price Table (1674),Manus Christi con perle,,ELECTUARIUM
Rome Price Table (1674),Mirabolani conditi,Myrobalanus,SIMPLE
Rome Price Table (1674),Degli Ogli,,SIMPLE
Rome Price Table (1674),OGlio d'Abezzo,,SIMPLE
Rome Price Table (1674),d'amandole amare,,SIMPLE
Rome Price Table (1674),d'amandole dolci fresco',,SIMPLE
Rome Price Table (1674),d'amandole dolci cauatio,,SIMPLE
Rome Price Table (1674),senza fuoco,,SIMPLE
Rome Price Table (1674),d'amandole dolci,,SIMPLE
Rome Price Table (1674),gere,,SIMPLE
Rome Price Table (1674),d'assenzo,,SIMPLE
Rome Price Table (1674),di balsamina,Balsamum,SIMPLE
Rome Price Table (1674),di camomilla semplice,Chamomilla,SIMPLE
Rome Price Table (1674),di camomilla lumbrica-,Chamomilla,SIMPLE
Rome Price Table (1674),di cappari,,SIMPLE
Rome Price Table (1674),di castoreo semplice,Castoreum,SIMPLE
Rome Price Table (1674),Cheirino,,SIMPLE
Rome Price Table (1674),Costino,Costus,SIMPLE
Rome Price Table (1674),di cotogni,,SIMPLE
Rome Price Table (1674),d'cuforbio,,SIMPLE
Rome Price Table (1674),d'Hipericon composto',,SIMPLE
Rome Price Table (1674),d'Hipericon semplice,,SIMPLE
Rome Price Table (1674),con tre mutationi,,SIMPLE
Rome Price Table (1674),Irino composto,,SIMPLE
Rome Price Table (1674),Laurino,,SIMPLE
Rome Price Table (1674),di mastice,Mastix,SIMPLE
Rome Price Table (1674),del Mattiolo compo-,,SIMPLE
Rome Price Table (1674),sto,,SIMPLE
Rome Price Table (1674),di menta,Mentha,SIMPLE
Rome Price Table (1674),di mortella,Myrtus,SIMPLE
Rome Price Table (1674),Nardino,Nardus,SIMPLE
Rome Price Table (1674),di nenufari,Nymphaea,SIMPLE
Rome Price Table (1674),di noci moschate,,SIMPLE
Rome Price Table (1674),de piperibus,Piper,SIMPLE
Rome Price Table (1674),Puzzo,,SIMPLE
Rome Price Table (1674),Rosato completo,,SIMPLE
Rome Price Table (1674),Rosato lumbricato,,SIMPLE
Rome Price Table (1674),Rosato omfacino,,SIMPLE
Rome Price Table (1674),Rosato semplice,,SIMPLE
Rome Price Table (1674),di rossi d'oua,,SIMPLE
Rome Price Table (1674),di ruta,,SIMPLE
Rome Price Table (1674),di scorpioni,,SIMPLE
Rome Price Table (1674),di sasso bianco,,SIMPLE
Rome Price Table (1674),di scorze di cedro per,,SIMPLE
Rome Price Table (1674),infusione,,SIMPLE
Rome Price Table (1674),di seme di been,,SIMPLE
Rome Price Table (1674),di seme di cocuzza,,SIMPLE
Rome Price Table (1674),di senapa,,SIMPLE
Rome Price Table (1674),della Spagnola,,SIMPLE
Rome Price Table (1674),Orzata,,SIMPLE
Rome Price Table (1674),b. ÷,,SIMPLE
Rome Price Table (1674),Delle Pillole.,,SIMPLE
Rome Price Table (1674),PIllole d'Agarico Me-,Agaricus,SIMPLE
Rome Price Table (1674),sues,,SIMPLE
Rome Price Table (1674),Aggregatiue,,SIMPLE
Rome Price Table (1674),Alefangine;,,SIMPLE
Rome Price Table (1674),Auree,,SIMPLE
Rome Price Table (1674),Bechiche,,SIMPLE
Rome Price Table (1674),de cinoglossa Mesues,,SIMPLE
Rome Price Table (1674),Cocchie cum elleboro,Helleborus,SIMPLE
Rome Price Table (1674),Cocchie Rhasis,,SIMPLE
Rome Price Table (1674),Fetide,,SIMPLE
Rome Price Table (1674),de fumaria,,SIMPLE
Rome Price Table (1674),d'acciaio,,SIMPLE
Rome Price Table (1674),di hiera cum agarico,Agaricus,SIMPLE
Rome Price Table (1674),Inde,,SIMPLE
Rome Price Table (1674),Mercuriali,,SIMPLE
Rome Price Table (1674),di Rhabarbaro,,SIMPLE
Rome Price Table (1674),Sine quibus,,SIMPLE
Rome Price Table (1674),De tribus cum rhabar-,,SIMPLE
Rome Price Table (1674),baro,,SIMPLE
Rome Price Table (1674),Tutte altre vsuali,,SIMPLE
Rome Price Table (1674),Delli,,SIMPLE
Rome Price Table (1674),"Delle Polpe semplici,e solutiue.",,SIMPLE
Rome Price Table (1674),Polpa di brugne,,SIMPLE
Rome Price Table (1674),di fiori di cassia,,SIMPLE
Rome Price Table (1674),di passule,,SIMPLE
Rome Price Table (1674),delli sebesten,,SIMPLE
Rome Price Table (1674),di tamarindi,,SIMPLE
Rome Price Table (1674),Delle polueri.,,SIMPLE
Rome Price Table (1674),Poluere astringente dell',,SIMPLE
Rome Price Table (1674),Antidotario,,SIMPLE
Rome Price Table (1674),Capitale temperata,,SIMPLE
Rome Price Table (1674),di cremor di tartaro,,SIMPLE
Rome Price Table (1674),di diagridio sino a cin-,,SIMPLE
Rome Price Table (1674),que grani,,SIMPLE
Rome Price Table (1674),di diagridio da cinque,,SIMPLE
Rome Price Table (1674),grani in su,,SIMPLE
Rome Price Table (1674),RHabarbaro infuso,,SIMPLE
Rome Price Table (1674),Rhabarbaro cofette,,SIMPLE
Rome Price Table (1674),Rotelle di mel'appie,,SIMPLE
Rome Price Table (1674),SAuonea con manna,,SIMPLE
Rome Price Table (1674),Sauonea semplice,,SIMPLE
Rome Price Table (1674),Sapor di marasche,,SIMPLE
Rome Price Table (1674),Sapor di visciole,,SIMPLE
Rome Price Table (1674),Seme santo confetto,,SIMPLE
Rome Price Table (1674),Seta tinta in grana,,SIMPLE
Rome Price Table (1674),Sief albo,,SIMPLE
Rome Price Table (1674),Siero purificato di capra,,SIMPLE
Rome Price Table (1674),Spuma d'acciaro,,SIMPLE
Rome Price Table (1674),Delli Siroppi solutiui,,SIMPLE
Rome Price Table (1674),Syr. d'Agostino da Sessa',,SIMPLE
Rome Price Table (1674),di cicoria composto con,,SIMPLE
Rome Price Table (1674),rhabarbaro,,SIMPLE
Rome Price Table (1674),d'Epitimo,,SIMPLE
Rome Price Table (1674),"di fiori di persico""",,SIMPLE
Rome Price Table (1674),di fumoterracompo-,,SIMPLE
Rome Price Table (1674),sto,,SIMPLE
Rome Price Table (1674),di manna chiarificata,,SIMPLE
Rome Price Table (1674),"con tartaro, e sena",,SIMPLE
Rome Price Table (1674),Mel rosato solutiuo,,CONFITURE
Rome Price Table (1674),Mel violato solutiuo,Viola,CONFITURE
Rome Price Table (1674),di Polipodio,Polypodium,SIMPLE
Rome Price Table (1674),de pomis Sabor,,SIMPLE
Rome Price Table (1674),de pomis del Querce-,,SIMPLE
Rome Price Table (1674),tano,,SIMPLE
Rome Price Table (1674),Rosato solutiuo aureo,,SIMPLE
Rome Price Table (1674),rosato solutiuo,,SIMPLE
Rome Price Table (1674),di spino merlol,,SIMPLE
Rome Price Table (1674),Syr. violato solutiuo,Viola,SIMPLE
Rome Price Table (1674),"Delli Siroppi semplici,e composti.",,SIMPLE
Rome Price Table (1674),Syr. acetoso semplice,,SIMPLE
Rome Price Table (1674),d'agresta,,SIMPLE
Rome Price Table (1674),d'agro di cedro,,SIMPLE
Rome Price Table (1674),d'agro di limone,,SIMPLE
Rome Price Table (1674),d'althea del Fernelio,,SIMPLE
Rome Price Table (1674),D'artemisia,,SIMPLE
Rome Price Table (1674),d'assenzo,,SIMPLE
Rome Price Table (1674),di bettonica,,SIMPLE
Rome Price Table (1674),bizantino,,SIMPLE
Rome Price Table (1674),di boragine,,SIMPLE
Rome Price Table (1674),di calamento,Calamintha,SIMPLE
Rome Price Table (1674),di capel venere sempli-,,SIMPLE
Rome Price Table (1674),di capel venere compo-,,SIMPLE
Rome Price Table (1674),sto,,SIMPLE
Rome Price Table (1674),di cicoria semplice,,SIMPLE
Rome Price Table (1674),di coralli del Quercet.,,SIMPLE
Rome Price Table (1674),dyamoron,,ELECTUARIUM
Rome Price Table (1674),d'endiuia,,SIMPLE
Rome Price Table (1674),d'eupatorio,,SIMPLE
Rome Price Table (1674),di fiori di boragine,,SIMPLE
Rome Price Table (1674),di fiori di buglossa,,SIMPLE
Rome Price Table (1674),di fiori di malua!,,SIMPLE
Rome Price Table (1674),di fiori di nenufari,Nymphaea,SIMPLE
Rome Price Table (1674),di fiori di papaueri err.,,SIMPLE
Rome Price Table (1674),del Quercet.,,SIMPLE
Rome Price Table (1674),di fiori di peonia,Paeonia,SIMPLE
Rome Price Table (1674),"di fumoterra semplice,",,SIMPLE
Rome Price Table (1674),di grani di chermes,,SIMPLE
Rome Price Table (1674),d'hibisco,,SIMPLE
Rome Price Table (1674),d'Isopo,,SIMPLE
Rome Price Table (1674),Iuiubino,,SIMPLE
Rome Price Table (1674),di liquiritia,Glycyrrhiza,SIMPLE
Rome Price Table (1674),di lupoli,,SIMPLE
Rome Price Table (1674),Mel Mercuriale,,CONFITURE
Rome Price Table (1674),Mel rosato semplice,,CONFITURE
Rome Price Table (1674),Mel rosato zuccarino,,CONFITURE
Rome Price Table (1674),Mel violato semplice,Viola,CONFITURE
Rome Price Table (1674),Syr.:di menta con gallia,Mentha,SIMPLE
Rome Price Table (1674),di miua aromatica,,SIMPLE
Rome Price Table (1674),di miua di cotogni,,SIMPLE
Rome Price Table (1674),di mortella,Myrtus,SIMPLE
Rome Price Table (1674),Oximele composto,,ELECTUARIUM
Rome Price Table (1674),Oximele semplice,,ELECTUARIUM
Rome Price Table (1674),Oximele squillitico,,ELECTUARIUM
Rome Price Table (1674),Oximele zuccarino,,ELECTUARIUM
Rome Price Table (1674),Oxi-,,SIMPLE
Rome Price Table (1674),Oxizaccara,,SIMPLE
Rome Price Table (1674),syr. di papaueri,,SIMPLE
Rome Price Table (1674),de pomis semplice,,SIMPLE
Rome Price Table (1674),di portulacca,,SIMPLE
Rome Price Table (1674),de prassio,,SIMPLE
Rome Price Table (1674),di radici,,SIMPLE
Rome Price Table (1674),de ribes,,SIMPLE
Rome Price Table (1674),di rose secche,,SIMPLE
Rome Price Table (1674),Rosato semplice,,SIMPLE
Rome Price Table (1674),si scroze di cedro con,,SIMPLE
Rome Price Table (1674),mosco,,SIMPLE
Rome Price Table (1674),di scorze di cedro senza mosco,,SIMPLE
Rome Price Table (1674),di stechade,,SIMPLE
Rome Price Table (1674),di sugo d'acetosa,,SIMPLE
Rome Price Table (1674),"di sugo di rose rosse, o",,SIMPLE
Rome Price Table (1674),roselle,,SIMPLE
Rome Price Table (1674),violato semplice,Viola,SIMPLE
Rome Price Table (1674),"violaceo, cioe di co-",Viola,SIMPLE
Rome Price Table (1674),lore,,SIMPLE
Rome Price Table (1674),Delle Spetie.,,SIMPLE
Rome Price Table (1674),"Spetie di aromatico rosa-to, & altre con ambra,",,SIMPLE
Rome Price Table (1674),mosco; e gallia,,SIMPLE
Rome Price Table (1674),Spetie di dyacarthamo,,SIMPLE
Rome Price Table (1674),di dyacimino di Mesue,,SIMPLE
Rome Price Table (1674),di dyacurcuma,,SIMPLE
Rome Price Table (1674),di dyalacca,,SIMPLE
Rome Price Table (1674),Dyamarariton freddo,,SIMPLE
Rome Price Table (1674),Dyambra,,SIMPLE
Rome Price Table (1674),per,,SIMPLE
Rome Price Table (1674),Per,,SIMPLE
Rome Price Table (1674),mis,,SIMPLE
Rome Price Table (1674),Per,,SIMPLE
Rome Price Table (1674),"Ditriasandali, e tutte",,SIMPLE
Rome Price Table (1674),l'altre senza mosco,,SIMPLE
Rome Price Table (1674),Delli Trochisci.,,SIMPLE
Rome Price Table (1674),TRochisci alandal,,TROCISCUS
Rome Price Table (1674),d'agarico,Agaricus,SIMPLE
Rome Price Table (1674),di berberi,,SIMPLE
Rome Price Table (1674),di carabe,,SIMPLE
Rome Price Table (1674),d'eupatorio,,SIMPLE
Rome Price Table (1674),di Gallia moscata di Me-,,SIMPLE
Rome Price Table (1674),sue,,SIMPLE
Rome Price Table (1674),di Nicolo,,SIMPLE
Rome Price Table (1674),di musa,,SIMPLE
Rome Price Table (1674),Passionis,,SIMPLE
Rome Price Table (1674),di rhabarbaro,,SIMPLE
Rome Price Table (1674),Ramich,,SIMPLE
Rome Price Table (1674),di terra sigillal,,SIMPLE
Rome Price Table (1674),E tutti d'altre sorti,,SIMPLE
Rome Price Table (1674),Delli Vnguenti.,,SIMPLE
Rome Price Table (1674),VNguento d'Altea mag,,SIMPLE
Rome Price Table (1674),giore,,SIMPLE
Rome Price Table (1674),d'Altea minore,,SIMPLE
Rome Price Table (1674),d'Agrippa,,SIMPLE
Rome Price Table (1674),Apostolorum,,SIMPLE
Rome Price Table (1674),Aragonis,,SIMPLE
Rome Price Table (1674),d'Artanita maggiore,,SIMPLE
Rome Price Table (1674),d'Artanita minore,,SIMPLE
Rome Price Table (1674),Basiliconis,,SIMPLE
Rome Price Table (1674),Bianco canforato,Camphora,SIMPLE
Rome Price Table (1674),di calce,,SIMPLE
Rome Price Table (1674),di cinque vnzioni,,SIMPLE
Rome Price Table (1674),della Contessa,,SIMPLE
Rome Price Table (1674),Cordiale Guarnerij,,SIMPLE
Rome Price Table (1674),Digestiuo di Galeno,,SIMPLE
Rome Price Table (1674),Isis di Galeno,,SIMPLE
Rome Price Table (1674),di litargirio,,SIMPLE
Rome Price Table (1674),Martiaton,,SIMPLE
Rome Price Table (1674),di minio,,SIMPLE
Rome Price Table (1674),di muccilaggine,,SIMPLE
Rome Price Table (1674),di piombo,,SIMPLE
Rome Price Table (1674),In pomo citri,,SIMPLE
Rome Price Table (1674),Populeo,,SIMPLE
Rome Price Table (1674),Rasino,,SIMPLE
Rome Price Table (1674),Rosato,,SIMPLE
Rome Price Table (1674),Sandalino,,SIMPLE
Rome Price Table (1674),Per,,SIMPLE
Rome Price Table (1674),de succis apertiuis,,SIMPLE
Rome Price Table (1674),di tutia,Tutia,SIMPLE
Rome Price Table (1674),Vua passa solitiua pre-,,SIMPLE
Rome Price Table (1674),parata.,,SIMPLE
Rome Price Table (1674),ZEnzero condito,Zingiber,SIMPLE
Rome Price Table (1674),Zuccaro candito vio-,,SIMPLE
Rome Price Table (1674),lato,,SIMPLE
Rome Price Table (1674),Zuccaro rosato in tauola,,SIMPLE
Rome Price Table (1674),Zuccaro violato in taoula,Viola,SIMPLE
Rome Price Table (1674),Delli,,SIMPLE
Rome Price Table (1674),"Delli fragmenti, & altrecose pretiose.",,SIMPLE
Rome Price Table (1674),Ambra grisa,,SIMPLE
Rome Price Table (1674),Coralli bianchi preparati or,,SIMPLE
Rome Price Table (1674),dinarij,,SIMPLE
Rome Price Table (1674),Coralli rossi preparati,,SIMPLE
Rome Price Table (1674),Corno di ceruo prepar.,,SIMPLE
Rome Price Table (1674),Giacinti Orientali prepa-,,SIMPLE
Rome Price Table (1674),rati,,SIMPLE
Rome Price Table (1674),Granate Orientali prepa-,,SIMPLE
Rome Price Table (1674),rate,,SIMPLE
Rome Price Table (1674),b: 8,,SIMPLE
Rome Price Table (1674),Lapis Bezaar Occide.,,LAPIS
Rome Price Table (1674),Lapis Bezaar Orientale,,LAPIS
Rome Price Table (1674),Lapis ematites prep.,,LAPIS
Rome Price Table (1674),Lapis guidaico prep.,,LAPIS
Rome Price Table (1674),Legno aloe perfetto,,SIMPLE
Rome Price Table (1674),Muschio fino di Leuate,,SIMPLE
Rome Price Table (1674),Oro in foglio,,SIMPLE
Rome Price Table (1674),Perle Occid. preparate,,SIMPLE
Rome Price Table (1674),Perle Orient. Preparate,,SIMPLE
Rome Price Table (1674),Rubini Orientali prepa-,,SIMPLE
Rome Price Table (1674),rati,,SIMPLE
Rome Price Table (1674),Smeraldi Orientali prepa-,,SIMPLE
Rome Price Table (1674),rati,,SIMPLE
Rome Price Table (1674),Spodio,,SIMPLE
Rome Price Table (1674),Topatij Orientali prepa-,,SIMPLE
